user_id,name,username,email_address,date_of_birth,gender,location,membership_start_date,membership_end_date,subscription_plan,payment_information,renewal_status,usage_frequency,purchase_history,favorite_genres,devices_used,engagement_metrics,feedback_ratings,customer_support_interactions
408,Thomas Espinoza,Joseph Young,ycoleman@example.com,3/30/1951,Female,Boyerville,1/14/2024,1/13/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Tablet,High,4.1,9
409,Joseph Young,Carlos Taylor,moyerkatherine@example.org,10/26/1958,Female,New Pamela,3/8/2024,3/8/2025,Monthly,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,Low,4.1,9
410,Carlos Taylor,Christine Davis,brandon60@example.net,12/17/1964,Female,Roachville,1/22/2024,1/21/2025,Monthly,Amex,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,4.6,6
411,Christine Davis,Mark Lee,meghan96@example.net,9/10/1956,Female,East Christopherton,1/10/2024,1/9/2025,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smartphone,Medium,4.4,8
412,Mark Lee,Matthew Johnson,harperpatricia@example.com,4/3/1934,Male,East Carolyn,3/7/2024,3/7/2025,Annual,Amex,Auto-renew,Regular,Electronics,Action,Tablet,High,3.5,3
413,Matthew Johnson,Katrina Hampton,carmen60@example.org,4/23/1971,Male,South Nicoleport,3/21/2024,3/21/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Smartphone,High,4.7,1
414,Katrina Hampton,Russell Becker,eileenwilliams@example.com,3/13/1975,Male,Port Michael,2/24/2024,2/23/2025,Annual,Visa,Auto-renew,Occasional,Books,Comedy,Smart TV,High,4.7,7
415,Russell Becker,Katie Morris,williamstheresa@example.org,3/22/1975,Female,Whitebury,3/28/2024,3/28/2025,Annual,Amex,Manual,Occasional,Clothing,Drama,Smartphone,High,3.3,6
416,Katie Morris,Zachary Mccoy,duncanfelicia@example.net,12/25/1981,Male,Deleontown,2/29/2024,2/28/2025,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Smartphone,High,3.5,1
417,Zachary Mccoy,Leslie Peters,sanchezerin@example.net,1/27/1987,Male,West Emilyborough,2/5/2024,2/4/2025,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,High,3.4,6
418,Leslie Peters,Christina Patterson,ktaylor@example.org,3/30/1968,Male,Lake James,2/19/2024,2/18/2025,Monthly,Mastercard,Manual,Frequent,Books,Romance,Smart TV,High,3.5,2
419,Christina Patterson,Kyle Williams,ethanhall@example.org,11/4/1985,Female,Rogersland,3/16/2024,3/16/2025,Monthly,Amex,Manual,Regular,Electronics,Comedy,Smartphone,High,3.5,10
420,Kyle Williams,Brian Campos,xreyes@example.net,2/27/1940,Male,Lopezmouth,4/2/2024,4/2/2025,Monthly,Visa,Manual,Occasional,Books,Action,Smartphone,Low,4.7,6
421,Brian Campos,Susan Hanson,aliciamckinney@example.com,12/26/1998,Female,Wallsfurt,4/4/2024,4/4/2025,Annual,Amex,Manual,Occasional,Electronics,Drama,Smart TV,Low,3.9,1
422,Susan Hanson,Kathy Patterson,williammcintyre@example.com,3/8/1956,Male,Cameronside,1/30/2024,1/29/2025,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,Low,4.3,4
423,Kathy Patterson,Ann Jackson,evelynbullock@example.net,8/17/1986,Male,New Courtneyton,3/25/2024,3/25/2025,Annual,Mastercard,Auto-renew,Frequent,Clothing,Horror,Tablet,Medium,4.5,7
424,Ann Jackson,John Edwards,hollymccarty@example.net,12/4/1967,Female,Port Amy,3/25/2024,3/25/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,High,3.1,2
425,John Edwards,Mary Stewart,nolancheryl@example.net,8/31/1944,Male,Randallhaven,2/16/2024,2/15/2025,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Smartphone,Low,4.8,4
426,Mary Stewart,Anthony Ramirez,barbara18@example.net,12/31/1969,Male,Lake Ryan,2/15/2024,2/14/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Tablet,Low,4.8,9
428,Anthony Ramirez,Wayne Walker,wardkelly@example.net,7/5/2001,Male,Jonesborough,1/30/2024,1/29/2025,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,4.6,6
429,Wayne Walker,David Osborne,andrewsjames@example.org,4/13/1956,Male,Kurtstad,1/12/2024,1/11/2025,Annual,Mastercard,Manual,Regular,Electronics,Action,Smartphone,Medium,3,9
430,David Osborne,Dana Scott,lambertkimberly@example.com,9/22/1998,Male,Johntown,4/5/2024,4/5/2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.1,4
431,Dana Scott,Madison Shaw,matthewhayden@example.com,10/22/1955,Male,Austinside,2/11/2024,2/10/2025,Annual,Amex,Manual,Occasional,Clothing,Horror,Smartphone,High,4.3,4
432,Madison Shaw,Tanya Hall,edwardanderson@example.com,10/1/1943,Female,Lake Timothy,2/21/2024,2/20/2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Action,Smart TV,High,4.7,6
433,Tanya Hall,William Rangel,sandovalmarco@example.org,4/19/1990,Male,South Scottburgh,3/28/2024,3/28/2025,Annual,Amex,Manual,Regular,Clothing,Sci-Fi,Tablet,Medium,4,4
434,William Rangel,Tanya Ramirez,mahoneyanthony@example.com,10/30/1955,Female,Vanessastad,1/3/2024,1/2/2025,Annual,Mastercard,Auto-renew,Regular,Books,Drama,Smart TV,Low,4,10
435,Tanya Ramirez,Mary Jones,arnoldlinda@example.org,11/29/1994,Female,Lake Matthewtown,4/9/2024,4/9/2025,Annual,Amex,Auto-renew,Occasional,Electronics,Drama,Smart TV,High,3.9,5
436,Mary Jones,Dawn Malone,imayer@example.net,2/14/1962,Female,New Joseph,2/6/2024,2/5/2025,Annual,Visa,Manual,Regular,Clothing,Documentary,Smartphone,Medium,4.8,0
437,Dawn Malone,Sherry Benson,ggilbert@example.net,12/7/1966,Female,Victoriaton,3/9/2024,3/9/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Action,Smartphone,Medium,4.6,9
438,Sherry Benson,Sarah Saunders,aaron70@example.net,11/4/1986,Male,North Mariotown,1/18/2024,1/17/2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Tablet,Low,4.7,3
439,Sarah Saunders,Andrew Castro,hjones@example.com,5/7/1969,Male,Annchester,3/29/2024,3/29/2025,Monthly,Mastercard,Manual,Occasional,Electronics,Action,Smart TV,Medium,4.5,7
440,Andrew Castro,Pamela Martinez,zacharyhuff@example.org,8/7/1947,Male,North Timothychester,3/6/2024,3/6/2025,Annual,Visa,Manual,Frequent,Books,Comedy,Tablet,High,5,7
441,Pamela Martinez,Debra Davis,mario50@example.org,9/15/1994,Male,East Jasmine,1/19/2024,1/18/2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smart TV,High,3.5,4
442,Debra Davis,Terry Jones,laceybrown@example.net,11/10/1975,Female,Lake Jennifer,4/5/2024,4/5/2025,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,Low,4.9,2
443,Terry Jones,Matthew Perez,kayleearroyo@example.net,3/26/1976,Male,Matthewfurt,1/28/2024,1/27/2025,Annual,Mastercard,Auto-renew,Regular,Books,Romance,Smart TV,High,4.6,9
445,Matthew Perez,Anne Green,jason06@example.org,1/25/1943,Female,Rachelbury,3/7/2024,3/7/2025,Annual,Amex,Auto-renew,Occasional,Electronics,Action,Smartphone,Medium,3.1,0
446,Anne Green,Dawn Parker,ycase@example.com,9/11/1936,Male,South Alexander,3/9/2024,3/9/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,3.4,7
447,Dawn Parker,Jennifer French,gschaefer@example.net,12/15/2000,Male,Andrewville,1/29/2024,1/28/2025,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,Smartphone,Medium,4.1,10
448,Jennifer French,Jerry Cross,kwilson@example.net,1/20/1944,Female,East Sheryl,2/4/2024,2/3/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.8,7
449,Jerry Cross,Michael Collins,wwilson@example.com,6/2/1956,Female,West Jasmine,2/29/2024,2/28/2025,Annual,Mastercard,Manual,Regular,Clothing,Action,Smart TV,High,3.8,7
450,Michael Collins,Jessica Fleming,bryantjennifer@example.org,11/18/1935,Female,Thompsonton,2/28/2024,2/27/2025,Annual,Amex,Manual,Frequent,Electronics,Drama,Smartphone,Low,4.1,4
451,Jessica Fleming,James Horn,jenniferrivera@example.org,3/19/1934,Male,South Christopherburgh,3/12/2024,3/12/2025,Annual,Mastercard,Manual,Regular,Electronics,Drama,Tablet,Medium,4.7,2
452,James Horn,David Simpson,petercook@example.com,6/4/1957,Male,Maureenmouth,3/14/2024,3/14/2025,Annual,Mastercard,Manual,Occasional,Electronics,Action,Smartphone,High,3.5,10
453,David Simpson,James Perez,alexandrashelton@example.org,12/29/1982,Male,Jamesview,1/21/2024,1/20/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,Low,5,1
454,James Perez,Vincent Alvarado,mhardy@example.org,1/30/1989,Female,Riceton,1/27/2024,1/26/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,High,4.2,5
455,Vincent Alvarado,Nancy Clark,morgansoto@example.org,2/20/1940,Female,Cassandramouth,1/7/2024,1/6/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,3.3,6
456,Nancy Clark,Jackson Owens,jameskim@example.com,11/12/1989,Male,East Thomasfort,3/23/2024,3/23/2025,Annual,Visa,Manual,Regular,Electronics,Drama,Smartphone,Low,4.3,8
457,Jackson Owens,Megan Castaneda,ramoskayla@example.net,3/26/1954,Female,Clarenceborough,2/29/2024,2/28/2025,Monthly,Visa,Manual,Frequent,Books,Documentary,Smart TV,High,4.3,1
458,Megan Castaneda,Keith Harding,estradaholly@example.net,3/3/2006,Male,Wellsville,3/26/2024,3/26/2025,Monthly,Visa,Manual,Occasional,Books,Drama,Tablet,Medium,4.3,9
460,Keith Harding,John Smith,christopherjohnson@example.com,3/26/1967,Male,Larryside,1/26/2024,1/25/2025,Monthly,Amex,Manual,Occasional,Clothing,Documentary,Tablet,High,3.1,10
461,John Smith,Cindy Valenzuela,woodsdavid@example.org,4/7/1969,Male,Lake Amber,2/23/2024,2/22/2025,Annual,Visa,Manual,Frequent,Electronics,Romance,Smartphone,Low,4.3,0
462,Cindy Valenzuela,David Edwards,hicksjulia@example.org,1/27/1975,Male,Jorgechester,4/4/2024,4/4/2025,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Smart TV,Low,3.2,6
463,David Edwards,Mark Ruiz,riveramary@example.com,6/19/1974,Male,Pachecoville,4/14/2024,4/14/2025,Monthly,Mastercard,Manual,Regular,Electronics,Comedy,Smart TV,Medium,3.2,3
464,Mark Ruiz,Amanda Dunn,igross@example.org,12/7/1944,Female,Gonzalezshire,1/21/2024,1/20/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Sci-Fi,Smartphone,High,4.8,3
465,Amanda Dunn,Thomas Jones,onealryan@example.com,8/28/1980,Female,Craigberg,2/4/2024,2/3/2025,Annual,Mastercard,Auto-renew,Occasional,Clothing,Action,Tablet,Low,4.3,9
466,Thomas Jones,Joseph Payne,jennifer93@example.org,1/26/1988,Female,Jamesshire,3/11/2024,3/11/2025,Monthly,Mastercard,Manual,Occasional,Books,Action,Tablet,High,3.8,0
467,Joseph Payne,Krista Franklin,jeremy97@example.net,10/12/1997,Female,Lake Shelley,1/11/2024,1/10/2025,Annual,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,High,4.8,6
468,Krista Franklin,Dwayne Lopez,ycruz@example.com,10/21/1989,Female,Adriennemouth,1/26/2024,1/25/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,4.8,2
469,Dwayne Lopez,Jesse Pacheco,uwebb@example.com,7/18/1985,Female,East Jodyview,1/10/2024,1/9/2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Documentary,Smart TV,Medium,3.6,9
470,Jesse Pacheco,Jose Benson,robertsdeanna@example.org,12/28/1969,Male,Amandaville,2/3/2024,2/2/2025,Annual,Amex,Manual,Frequent,Books,Documentary,Smartphone,Low,4.5,10
471,Jose Benson,Michelle Dorsey,robert10@example.com,6/30/2001,Female,Bushhaven,4/14/2024,4/14/2025,Annual,Amex,Manual,Frequent,Books,Comedy,Smart TV,Low,4.7,0
472,Michelle Dorsey,Jesse Zavala,marshallstephen@example.net,9/22/1952,Female,New Katelyn,4/10/2024,4/10/2025,Annual,Amex,Manual,Regular,Clothing,Drama,Tablet,Medium,4.7,2
473,Jesse Zavala,John Brown,pughkaren@example.org,12/17/1961,Male,South Trevor,1/28/2024,1/27/2025,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,Low,3.9,3
474,John Brown,Scott Leblanc,lindaparks@example.com,12/9/1981,Male,Richardsmouth,2/3/2024,2/2/2025,Monthly,Mastercard,Manual,Regular,Electronics,Action,Smart TV,High,4.9,7
475,Scott Leblanc,Lisa Thomas,andersonjaime@example.org,9/17/1944,Female,East Victoria,3/26/2024,3/26/2025,Monthly,Amex,Manual,Occasional,Electronics,Sci-Fi,Smartphone,Low,3.1,1
476,Lisa Thomas,Dennis Moore,merrittmichael@example.com,9/4/1973,Male,West Nicole,2/10/2024,2/9/2025,Annual,Visa,Manual,Frequent,Clothing,Drama,Smartphone,Medium,4,4
477,Dennis Moore,Corey Nolan,jaclyn55@example.org,10/15/2005,Female,Lake Andreabury,3/24/2024,3/24/2025,Monthly,Mastercard,Manual,Occasional,Clothing,Documentary,Tablet,High,4.3,2
478,Corey Nolan,Erin Osborn,jeremymorton@example.org,7/2/1974,Female,Lake Brenda,3/27/2024,3/27/2025,Monthly,Mastercard,Manual,Regular,Books,Romance,Smart TV,High,4,6
479,Erin Osborn,Juan Frederick,brandygarner@example.org,9/27/1983,Female,Lake Joe,2/12/2024,2/11/2025,Annual,Visa,Manual,Regular,Electronics,Documentary,Smart TV,High,4.1,6
480,Juan Frederick,Alexandra Duffy,bennettsuzanne@example.com,10/28/2005,Female,Sallyburgh,1/17/2024,1/16/2025,Annual,Mastercard,Auto-renew,Regular,Books,Drama,Smart TV,High,4.7,10
481,Alexandra Duffy,Wanda Kim,stephendonaldson@example.net,4/3/1992,Female,Fordhaven,4/8/2024,4/8/2025,Monthly,Visa,Auto-renew,Occasional,Books,Drama,Smartphone,High,3.6,6
482,Wanda Kim,Timothy Henry,christopher16@example.org,5/1/1943,Female,Lake Michaelmouth,2/15/2024,2/14/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Drama,Smart TV,Low,4.8,5
483,Timothy Henry,Mr. Michael Hunt,kristopherblevins@example.net,5/2/1964,Female,South Elizabeth,3/24/2024,3/24/2025,Monthly,Amex,Manual,Occasional,Books,Documentary,Tablet,Medium,3.2,8
484,Mr. Michael Hunt,Todd Bates,henryjoel@example.com,9/30/1992,Female,Tiffanyshire,3/3/2024,3/3/2025,Monthly,Amex,Manual,Occasional,Electronics,Action,Smart TV,High,4.9,6
485,Todd Bates,William Gilmore,ttran@example.org,6/15/1957,Female,Reneefurt,4/11/2024,4/11/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Horror,Tablet,High,3,1
486,William Gilmore,Mr. Steven Mitchell Md,christhompson@example.com,1/17/1970,Male,South Richard,4/13/2024,4/13/2025,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smart TV,High,4.7,10
487,Mr. Steven Mitchell MD,Norma Khan,jacksonnathan@example.org,6/20/2000,Female,South Mikemouth,2/29/2024,2/28/2025,Monthly,Amex,Auto-renew,Regular,Books,Drama,Tablet,Medium,4.2,7
488,Norma Khan,Diana Chavez,anthonyhunter@example.net,1/13/1960,Male,Port Shannon,3/30/2024,3/30/2025,Monthly,Amex,Manual,Frequent,Clothing,Romance,Tablet,Medium,4,2
489,Diana Chavez,Christopher Tran,porterchristina@example.net,7/23/1943,Male,South Richard,3/11/2024,3/11/2025,Monthly,Amex,Auto-renew,Occasional,Clothing,Comedy,Tablet,Low,4.6,3
490,Christopher Tran,Christina Murphy,kelly32@example.net,12/1/1994,Male,West Laurie,1/8/2024,1/7/2025,Annual,Amex,Manual,Occasional,Electronics,Sci-Fi,Tablet,High,3.6,1
491,Christina Murphy,Taylor Snow,brittany19@example.net,10/2/1950,Male,East Ianchester,4/8/2024,4/8/2025,Annual,Visa,Auto-renew,Regular,Clothing,Drama,Tablet,Low,3.9,1
492,Taylor Snow,Kelly Adams,perezcaleb@example.com,10/5/1981,Male,New Elizabeth,2/28/2024,2/27/2025,Monthly,Visa,Auto-renew,Occasional,Books,Horror,Tablet,High,4.9,1
493,Kelly Adams,Seth Wagner,hollandjennifer@example.org,9/18/1985,Female,Rachelside,2/1/2024,1/31/2025,Annual,Visa,Manual,Frequent,Electronics,Drama,Tablet,High,3.4,2
494,Seth Wagner,Robert Jones,epalmer@example.com,9/25/1946,Female,West Lynn,1/3/2024,1/2/2025,Monthly,Mastercard,Auto-renew,Regular,Electronics,Drama,Tablet,Medium,3.2,0
495,Robert Jones,Stephanie Olsen,nicolegay@example.com,6/4/1965,Male,New Robertview,1/18/2024,1/17/2025,Annual,Mastercard,Auto-renew,Frequent,Clothing,Sci-Fi,Tablet,Medium,3.1,2
496,Stephanie Olsen,Lori Palmer,bakerjoshua@example.org,11/24/1975,Male,East Amandaport,4/13/2024,4/13/2025,Monthly,Visa,Manual,Occasional,Clothing,Drama,Smartphone,High,3.5,4
497,Lori Palmer,Richard Anderson,lnichols@example.org,8/6/1978,Female,Lake Alexisborough,3/17/2024,3/17/2025,Annual,Visa,Manual,Occasional,Electronics,Romance,Smartphone,High,4.4,2
498,Richard Anderson,Christopher Wilson Md,jeremy97@example.org,9/29/1965,Female,Dawnborough,3/30/2024,3/30/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,Medium,5,6
500,Christopher Wilson MD,Julie Anderson,qmitchell@example.com,4/27/1943,Female,Jacksonborough,4/7/2024,4/7/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Medium,3.2,2
502,Julie Anderson,Sharon Casey,ryanalvarez@example.com,12/3/1947,Female,Port James,2/14/2024,2/13/2025,Annual,Mastercard,Auto-renew,Regular,Books,Action,Smartphone,Low,3.8,7
505,Sharon Casey,Christopher Boyle,fmarsh@example.com,9/5/1988,Male,Lake Daniel,1/8/2024,1/7/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Smartphone,Low,4.3,5
506,Christopher Boyle,Mackenzie Fernandez,montgomerydanielle@example.org,5/31/1978,Female,Port Paula,4/6/2024,4/6/2025,Annual,Visa,Manual,Frequent,Clothing,Sci-Fi,Smartphone,High,4.4,9
507,Mackenzie Fernandez,Elizabeth Chen,kimberly60@example.org,3/5/2005,Female,East Justin,3/7/2024,3/7/2025,Annual,Visa,Manual,Occasional,Clothing,Romance,Smart TV,Medium,4.3,6
508,Elizabeth Chen,Natasha Jensen,madisonwatson@example.net,6/21/1973,Female,Phillipston,3/11/2024,3/11/2025,Monthly,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,High,3,6
509,Natasha Jensen,Sarah Baker,stephensonalexander@example.org,4/5/1982,Female,North Amy,2/23/2024,2/22/2025,Monthly,Mastercard,Manual,Frequent,Clothing,Horror,Tablet,Low,4.4,1
510,Sarah Baker,Samuel Decker,amber84@example.net,1/17/1984,Female,East Lukeburgh,3/13/2024,3/13/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,High,3.7,10
511,Samuel Decker,Emily Jenkins,rogersjames@example.org,6/5/2003,Female,Hurstshire,3/24/2024,3/24/2025,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,High,3.2,2
512,Emily Jenkins,Tyler Brown,matthew93@example.com,2/11/1962,Male,West Gabriellaborough,1/7/2024,1/6/2025,Annual,Visa,Manual,Occasional,Electronics,Horror,Smart TV,Medium,4.4,10
513,Tyler Brown,Danielle Boyer,mcphersonsamuel@example.com,11/13/1991,Female,North Lisaport,2/14/2024,2/13/2025,Annual,Amex,Manual,Frequent,Clothing,Comedy,Tablet,Low,4.1,8
514,Danielle Boyer,Michael Smith,francisemily@example.com,7/21/1996,Male,North Michael,3/6/2024,3/6/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,Medium,3.1,7
515,Michael Smith,David Brown,stephanielopez@example.com,6/9/1946,Male,South Christopher,1/5/2024,1/4/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Smartphone,Medium,4.2,3
516,David Brown,Amanda Howard,timgoodwin@example.com,11/30/2005,Female,Port Marymouth,1/6/2024,1/5/2025,Annual,Amex,Manual,Frequent,Clothing,Documentary,Tablet,Low,4.4,5
517,Amanda Howard,Michael Escobar,brett11@example.net,2/13/1967,Male,Port Paul,3/3/2024,3/3/2025,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Smart TV,Low,3.2,7
518,Michael Escobar,Carolyn Kennedy,zcunningham@example.org,9/21/1969,Male,East Mary,2/2/2024,2/1/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Romance,Smart TV,Medium,3.9,8
519,Carolyn Kennedy,Zachary Jackson,pamela16@example.net,8/29/1989,Male,West Robert,1/6/2024,1/5/2025,Monthly,Visa,Manual,Occasional,Books,Action,Smartphone,Medium,3.2,7
520,Zachary Jackson,Corey Williams,loribrennan@example.com,11/3/1950,Male,Port Robertstad,3/26/2024,3/26/2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.8,9
521,Corey Williams,Brittany Nguyen,hensonjennifer@example.com,1/14/1958,Female,New Shelbyton,2/15/2024,2/14/2025,Monthly,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Smart TV,Low,4.5,1
522,Brittany Nguyen,Sherri Clark,haleysharon@example.org,7/15/2002,Female,Martinezview,1/12/2024,1/11/2025,Annual,Mastercard,Manual,Occasional,Books,Drama,Tablet,Low,3.2,0
523,Sherri Clark,Jennifer Williams,frederickrobert@example.org,7/17/1990,Male,North Ryanmouth,4/9/2024,4/9/2025,Monthly,Amex,Manual,Frequent,Books,Horror,Tablet,Low,3.5,7
524,Jennifer Williams,Jasmin Grant,hillmary@example.org,2/1/1945,Female,Gonzalesborough,2/21/2024,2/20/2025,Annual,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Smartphone,High,3.3,7
525,Jasmin Grant,Teresa Cooper,kevin60@example.net,7/26/1981,Female,Lake Lisabury,2/15/2024,2/14/2025,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Horror,Tablet,Low,4.1,10
526,Teresa Cooper,Eric Johnson,swilliams@example.net,10/30/1979,Female,Johnsonchester,2/23/2024,2/22/2025,Monthly,Mastercard,Manual,Occasional,Electronics,Comedy,Smart TV,High,4.7,8
527,Eric Johnson,Lisa Jones,alexgriffith@example.org,5/7/1948,Female,South James,1/22/2024,1/21/2025,Annual,Amex,Auto-renew,Regular,Books,Action,Smart TV,High,3.6,3
528,Lisa Jones,Charles Williams,jessicamalone@example.com,2/11/1963,Male,Tuckerport,2/15/2024,2/14/2025,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Tablet,Low,3.4,10
529,Charles Williams,Christian Estrada,navarrorebekah@example.net,6/16/1975,Female,New Cynthiahaven,1/7/2024,1/6/2025,Annual,Visa,Manual,Occasional,Books,Romance,Tablet,High,3.9,10
530,Christian Estrada,Martha Parks,yrivera@example.com,7/15/1933,Female,Lynchbury,2/18/2024,2/17/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Tablet,High,4.5,7
531,Martha Parks,Crystal Moore,williamchan@example.com,11/9/1950,Female,East Joel,1/19/2024,1/18/2025,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Horror,Smart TV,Low,3.6,7
532,Crystal Moore,Ronald Ferrell Iii,gerald91@example.org,11/8/1954,Male,Shannonport,1/11/2024,1/10/2025,Monthly,Amex,Auto-renew,Frequent,Books,Sci-Fi,Tablet,Low,3.3,8
533,Ronald Ferrell III,Olivia Patton,woconnor@example.org,12/3/1968,Female,Klineland,3/19/2024,3/19/2025,Annual,Mastercard,Auto-renew,Frequent,Clothing,Documentary,Smartphone,High,3.5,4
534,Olivia Patton,Bianca Stevenson,nbrady@example.net,10/14/1985,Male,Jeffersonfurt,1/25/2024,1/24/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Low,4.9,5
535,Bianca Stevenson,Shane Gregory,ycarter@example.org,4/8/1939,Male,Ricardoburgh,1/4/2024,1/3/2025,Annual,Amex,Auto-renew,Regular,Clothing,Documentary,Tablet,Low,3.4,5
536,Shane Gregory,James Nicholson,vwalsh@example.org,2/11/1967,Female,East Caitlin,2/3/2024,2/2/2025,Monthly,Visa,Auto-renew,Frequent,Clothing,Documentary,Smartphone,Medium,4.2,3
537,James Nicholson,Sheila Franco,dave30@example.com,11/15/1981,Male,West Shawnside,2/15/2024,2/14/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,High,3.6,8
538,Sheila Franco,Cody Schultz,savannah01@example.org,10/14/1960,Female,East Daniel,3/22/2024,3/22/2025,Monthly,Mastercard,Manual,Frequent,Electronics,Documentary,Tablet,Medium,3.4,10
539,Cody Schultz,Travis Alvarado,kblack@example.org,6/25/1980,Male,New Joshua,3/28/2024,3/28/2025,Annual,Visa,Auto-renew,Occasional,Books,Documentary,Smart TV,Medium,4.3,5
540,Travis Alvarado,Elizabeth Espinoza,jessicaallen@example.com,5/21/1960,Male,Haynesburgh,1/13/2024,1/12/2025,Monthly,Visa,Manual,Frequent,Books,Horror,Smartphone,Medium,3.9,7
541,Elizabeth Espinoza,Carrie Glover,calderonjessica@example.com,3/19/1952,Female,West Charlotteberg,1/25/2024,1/24/2025,Annual,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,Low,4.6,8
542,Carrie Glover,Christopher Wilson,michaelhenry@example.com,9/7/1963,Female,Jonesmouth,3/2/2024,3/2/2025,Monthly,Amex,Manual,Occasional,Books,Comedy,Tablet,High,4.4,7
543,Christopher Wilson,Tanya Moreno,yspence@example.com,3/9/1970,Male,East Kayla,3/12/2024,3/12/2025,Monthly,Amex,Manual,Regular,Books,Documentary,Smartphone,High,3.5,10
544,Tanya Moreno,Tommy Foster,wyattdenise@example.net,1/11/2006,Female,Port Jamieborough,2/3/2024,2/2/2025,Annual,Visa,Auto-renew,Occasional,Electronics,Horror,Smart TV,Medium,4.6,0
546,Tommy Foster,Vincent Tran,fwilcox@example.com,2/20/1972,Male,New Kim,2/28/2024,2/27/2025,Annual,Visa,Manual,Regular,Clothing,Drama,Tablet,Low,3.5,8
547,Vincent Tran,Dr. Jose Moran,gwilliams@example.net,1/30/1938,Male,Jasonland,3/16/2024,3/16/2025,Monthly,Mastercard,Manual,Occasional,Books,Horror,Smartphone,Low,3.7,4
548,Dr. Jose Moran,Randy Herring,mike87@example.com,4/6/1960,Male,Palmermouth,3/15/2024,3/15/2025,Monthly,Visa,Manual,Regular,Electronics,Action,Smart TV,Medium,4.7,10
549,Randy Herring,Carrie Tucker,thompsonjonathan@example.org,10/21/1957,Female,South Angelicaburgh,4/7/2024,4/7/2025,Monthly,Visa,Manual,Regular,Clothing,Comedy,Smart TV,Medium,4.3,3
550,Carrie Tucker,Alan Walker,rothpamela@example.com,9/14/1976,Male,Jamesshire,2/20/2024,2/19/2025,Monthly,Visa,Manual,Regular,Electronics,Horror,Smartphone,Low,3.3,2
